Status: 500 , Error message: ReferenceError: teamUserMlodel is not defined , Date: Wed Mar 15 2023 13:19:14 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: ReferenceError: teamUserMlodel is not defined , Date: Wed Mar 15 2023 13:19:24 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: ReferenceError: teamUserMlodel is not defined , Date: Wed Mar 15 2023 13:19:32 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: ReferenceError: teamUserMlodel is not defined , Date: Wed Mar 15 2023 13:19:35 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: ReferenceError: teamUserMlodel is not defined , Date: Wed Mar 15 2023 13:19:36 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: ReferenceError: teamUserMlodel is not defined , Date: Wed Mar 15 2023 13:19:37 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect date value: 'Invalid date' for column 'endDate' at row 1 , Date: Thu Mar 16 2023 21:29:40 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: TypeError: Cannot read properties of null (reading 'password') , Date: Fri Mar 17 2023 14:32:44 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Truncated incorrect DOUBLE value: 'vicente@gmail.com' , Date: Fri Mar 17 2023 15:10:46 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Truncated incorrect DOUBLE value: 'vicente@gmail.com' , Date: Fri Mar 17 2023 15:11:56 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Truncated incorrect DOUBLE value: 'vicente@gmail.com' , Date: Fri Mar 17 2023 15:14:18 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Truncated incorrect DOUBLE value: 'vicente@gmail.com' , Date: Fri Mar 17 2023 15:18:05 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Truncated incorrect DOUBLE value: 'vicente@gmail.com' , Date: Fri Mar 17 2023 15:24:27 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Truncated incorrect DOUBLE value: 'vicente@gmail.com' , Date: Fri Mar 17 2023 15:24:29 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Truncated incorrect DOUBLE value: 'vicente@gmail.com' , Date: Fri Mar 17 2023 15:24:46 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idAccount' at row 1 , Date: Fri Mar 17 2023 15:36:52 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idAccount' at row 1 , Date: Fri Mar 17 2023 15:37:06 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idAccount' at row 1 , Date: Fri Mar 17 2023 15:39:55 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idAccount' at row 1 , Date: Fri Mar 17 2023 15:40:19 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idAccount' at row 1 , Date: Fri Mar 17 2023 15:40:33 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idUser' at row 1 , Date: Fri Mar 17 2023 15:52:03 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idUser' at row 1 , Date: Fri Mar 17 2023 15:52:06 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idUser' at row 1 , Date: Fri Mar 17 2023 15:52:10 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idUser' at row 1 , Date: Fri Mar 17 2023 15:52:23 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idUser' at row 1 , Date: Fri Mar 17 2023 15:53:15 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idTeam' at row 1 , Date: Fri Mar 17 2023 15:53:30 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idUser' at row 1 , Date: Fri Mar 17 2023 15:53:36 GMT-0600 (Central Standard Time) 
Status: 500 , Error message: SequelizeDatabaseError: Incorrect integer value: '' for column 'idTeam' at row 1 , Date: Fri Mar 17 2023 15:53:42 GMT-0600 (Central Standard Time) 
